št;maticna;skd_pod;leto;f01;f02;f03;f04;f05;f06;f07;f08;f09;f10;f11;f12;f13;f14;f15;f16;f17;f18;f19;f21;f22;f23;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f35;f36;f37;f38;f39;f40;f41;f42;f43;f44;f46;f47;default
8344;6636322000;I;2017;0,01;0,01;0,11;0,00;1,00;1,00;33916,73;212,89;0,01;0,06;0,00;0,20;0,36;0,18;0,06;0,69;-0,28;-0,09;0,00;0,51;0,49;1,06;1,48;0,06;2,81;0,00;0,77;0,07;0,00;0,15;0,31;2,84;27,76;15,65;14,38;0,00;1,13;0,16;0,48;0,99;-0,16;0,01;-0,85;11,40;0,00
8345;6552161000;I;2015;0,00;0,00;0,09;0,00;1,00;1,00;18633,66;9,18;0,00;0,05;0,00;1,34;1,50;0,57;0,78;1,06;0,07;0,05;0,07;0,25;0,75;0,34;5,22;0,60;0,67;0,00;0,77;0,21;0,01;0,22;0,04;1,55;14,80;4,70;7,39;49,35;0,69;0,06;0,10;0,14;-0,07;0,12;-0,98;12,53;0,00
8346;1834304000;I;2013;-2,00;0,09;0,09;0,08;1,09;1,08;18639,00;3895,00;0,08;-0,37;0,00;0,74;0,77;0,51;0,22;-1,27;-0,27;-0,25;0,24;-0,17;1,17;-0,15;11,60;0,00;1,31;1,00;0,07;0,30;0,60;0,90;0,49;1,10;4,18;0,52;3,24;0,00;0,05;0,05;0,05;0,05;0,01;0,18;-0,32;10,72;0,00
8347;5756278000;I;2017;0,01;0,00;0,07;0,00;1,00;1,00;18386,76;135,91;0,00;0,00;0,00;0,25;0,32;0,05;1,04;0,62;-0,35;-0,29;0,09;0,48;0,53;0,91;6,19;0,01;3,09;0,00;0,49;0,08;0,00;0,17;0,02;1,20;12,79;4,54;19,49;0,00;-0,10;-0,04;-0,05;-0,09;-0,04;0,14;-0,31;12,17;0,00
8348;2146304000;I;2013;-2,00;0,03;0,01;0,01;1,01;1,01;11316,67;188,89;0,03;-1,78;0,00;0,45;0,46;0,44;0,01;-4,84;-0,89;-0,17;0,00;-0,66;1,66;-0,40;33,44;0,00;2,16;1,00;0,10;0,66;0,00;0,77;0,64;6,16;153,20;2,41;9,74;0,00;0,20;0,06;0,33;0,20;0,43;0,01;1,00;8,97;0,00
8349;6166725000;I;2017;0,33;0,25;0,14;0,11;1,14;1,12;25882,05;5214,49;0,22;0,53;0,00;3,68;3,72;2,83;0,85;3,70;0,59;0,28;0,09;0,77;0,23;3,38;0,79;0,00;0,29;0,00;0,19;0,80;0,00;0,80;0,14;2,35;12,21;5,61;2,69;4,58;1,55;0,16;0,33;1,46;0,29;0,09;0,16;12,56;0,00
8350;6635938000;I;2015;-0,36;-0,21;-0,05;-0,05;0,95;0,95;13078,27;-2350,00;-0,40;0,00;0,00;11,49;11,49;0,44;11,05;26,41;0,88;0,11;0,11;0,92;0,08;10,93;150,00;0,00;0,09;0,00;0,03;0,96;0,00;0,96;0,46;4,15;6,55;7,27;4,45;7,55;-4,78;-0,10;-0,80;-3,39;-0,66;0,33;-1,00;10,40;0,00
8351;5828163000;I;2014;0,12;0,10;0,11;0,05;1,06;1,05;23619,50;2675,67;0,10;0,63;0,00;3,55;3,57;1,85;1,77;2,42;0,48;0,23;0,15;0,81;0,19;4,34;0,84;0,00;0,28;0,00;0,33;0,67;0,00;0,67;0,08;2,19;5,84;7,04;3,12;5,02;1,38;0,12;0,26;1,38;0,08;0,07;0,59;12,06;0,00
8352;6077285000;I;2013;-0,96;-0,24;-0,06;-0,06;0,95;0,95;11534,00;-1276,00;-0,20;-0,28;1,00;0,98;1,12;0,67;0,31;0,85;0,11;0,03;0,08;0,11;0,89;0,12;150,00;0,00;0,89;0,00;0,00;0,41;0,59;1,00;0,06;4,19;17,49;2,67;12,64;16,65;0,12;0,03;0,11;0,12;0,51;0,24;0,17;9,45;0,00
8353;3343197000;I;2015;0,04;0,01;-0,03;-0,05;1,00;0,96;12529,17;178,13;-0,28;-0,59;0,00;1,12;1,31;1,12;0,00;2,14;0,20;0,03;0,00;0,35;0,65;0,55;150,00;0,00;0,76;0,00;0,04;0,04;0,70;0,85;0,00;4,51;188,19;7,87;33,87;18,72;-0,19;-0,02;-0,12;-0,19;-0,37;-0,06;-0,20;9,50;0,00
8354;6648665000;I;2015;-0,06;-0,03;-0,04;-0,04;0,97;0,97;19726,09;-2382,61;-0,04;0,12;0,00;1,24;1,24;0,07;1,17;1,14;0,08;0,07;0,35;0,66;0,34;1,93;150,00;0,00;0,81;0,00;0,00;0,42;0,58;0,42;0,00;0,93;2,76;1,42;1,80;11,32;-0,43;-0,13;-0,15;-0,43;-0,33;-0,34;-1,00;9,46;0,00
8355;5833124000;I;2015;-2,00;0,00;0,01;0,00;1,00;1,00;18981,60;42,16;0,01;-0,33;0,00;1,05;1,25;0,45;0,60;1,07;0,14;0,02;0,06;-0,16;1,16;-0,14;14,52;0,62;0,80;1,00;0,23;0,68;0,00;0,68;0,10;5,72;19,86;6,55;8,50;49,11;-0,10;-0,01;-0,05;-0,05;-0,05;0,06;-0,95;11,56;0,00
8356;2245051000;I;2013;-0,01;0,00;0,58;-0,05;0,95;0,95;118545,80;-9980,00;0,00;-0,03;1,00;1,91;1,94;0,26;1,70;1,02;0,06;0,79;1,39;0,33;0,67;0,49;16,21;0,55;1,07;0,00;0,86;0,07;0,02;0,12;0,01;0,03;0,72;0,43;0,33;0,42;0,52;0,44;0,03;0,05;-0,01;0,10;0,22;16,26;0,00
8357;3587053000;I;2015;-2,00;0,29;0,06;0,06;1,06;1,06;24757,81;7033,59;0,70;-1,19;0,00;0,23;0,59;0,16;0,09;-0,98;-0,67;-0,05;0,01;-0,62;1,62;-0,38;2,12;0,00;1,71;1,00;0,05;0,95;0,00;0,95;1,18;5,67;190,14;3,80;5,41;0,00;-1,82;-0,22;-2,95;-1,82;-0,74;0,11;0,70;9,49;0,00
8358;6439977000;I;2017;-2,00;0,10;0,02;0,02;1,02;1,02;25881,70;1229,37;0,11;-0,09;0,00;0,52;0,60;0,48;0,05;0,07;-0,39;-0,06;0,01;0,01;0,99;0,01;7,55;0,02;1,66;0,00;0,42;0,19;0,40;0,58;0,03;7,44;234,80;5,99;36,78;0,00;0,30;0,05;0,29;0,29;0,46;0,09;0,41;11,23;0,00
8359;3425240000;I;2016;0,11;0,03;0,04;0,02;1,01;1,02;28321,27;788,71;0,08;0,10;0,00;0,49;1,07;0,26;0,24;0,43;0,05;0,01;0,04;0,28;0,72;0,39;4,17;0,00;0,93;0,00;0,23;0,77;0,00;0,77;0,13;4,18;24,37;4,67;5,34;275,17;-0,02;0,00;-0,02;-0,02;-0,10;0,18;-0,42;10,88;0,00
8360;6367909000;I;2017;0,27;0,25;0,11;0,08;1,08;1,08;18554,00;636,33;0,25;0,14;0,00;5,00;5,00;2,41;2,59;2,19;0,48;0,14;0,09;0,88;0,12;7,37;0,34;0,00;0,20;0,00;0,40;0,60;0,00;0,60;0,00;3,86;15,69;35,50;7,37;10,37;1,64;0,06;0,20;1,64;0,40;0,64;0,46;9,75;0,00
8361;6757111000;I;2016;-0,44;-0,24;-0,05;-0,05;0,95;0,95;10901,00;-1959,00;-0,22;-0,24;1,00;1,46;1,68;1,46;0,00;3,04;0,41;0,09;0,00;0,41;0,60;0,68;150,00;0,00;0,60;0,00;0,00;0,13;0,87;1,00;0,06;4,79;19,88;7,60;55,31;8,83;0,00;0,00;0,00;0,00;0,10;1,26;0,02;9,07;0,00
8362;1809199000;I;2013;0,17;0,01;0,03;0,03;1,05;1,03;15691,09;1468,95;0,01;0,04;0,00;0,25;0,26;0,03;0,23;0,92;-0,08;-0,32;0,09;0,06;0,94;0,06;123,58;0,84;3,86;0,00;0,00;0,03;0,97;0,03;0,00;0,25;11,13;1,69;8,73;0,00;0,28;0,12;0,03;0,03;0,00;0,03;0,15;13,91;0,00
8363;6108865000;I;2015;0,26;0,12;0,09;0,07;1,06;1,07;23668,20;3821,64;0,15;0,12;0,00;0,95;1,07;0,84;0,12;0,97;0,03;0,01;0,02;0,49;0,51;0,96;2,45;0,08;0,93;0,00;0,53;0,09;0,36;0,47;0,46;2,33;52,28;3,71;20,91;59,07;0,18;0,03;0,08;0,15;0,03;0,28;0,42;12,23;0,00
8364;3567834000;I;2013;-0,08;-0,06;0,22;-0,19;0,83;0,84;34790,63;-14839,41;-0,07;0,01;0,00;1,47;1,53;0,77;0,71;1,03;0,03;0,07;0,10;0,86;0,14;6,25;1,66;0,09;0,67;0,00;0,90;0,07;0,01;0,08;-0,40;0,32;12,50;3,70;5,46;0,00;1,23;0,17;0,06;0,45;-0,27;0,99;-1,00;14,24;0,00
8365;1227599650;I;2015;-2,00;-1,46;-0,15;-0,20;0,85;0,83;10138,69;-3563,61;-1,98;-1,18;1,00;0,03;0,16;0,03;0,01;-1,80;-2,22;-0,22;0,00;-1,65;2,65;-0,62;150,00;0,00;6,14;1,00;0,57;0,43;0,00;0,43;0,06;8,04;498,96;4,13;29,89;0,00;-0,58;-0,16;-1,54;-0,58;-0,29;0,14;-0,25;8,73;0,00
8366;2250276000;I;2014;-2,00;-0,05;0,00;0,00;1,00;1,00;13080,49;-282,11;-0,14;-18,11;0,00;0,01;0,01;0,00;0,01;-24,76;-16,69;-0,23;0,00;-18,48;19,48;-0,95;104,67;0,00;76,78;1,00;0,75;0,25;0,00;0,25;0,00;17,40;109,83;3,28;25,19;0,00;-0,25;-0,06;-3,59;-0,25;-0,80;-0,48;-1,00;7,54;0,00
8367;5940583000;I;2017;0,78;0,46;0,16;0,14;1,16;1,16;28635,14;7953,04;0,56;0,00;0,00;1,15;1,31;0,87;0,29;1,12;0,14;0,03;0,03;0,56;0,44;1,25;0,68;0,01;0,77;0,00;0,43;0,56;0,01;0,57;0,56;4,04;24,50;6,39;6,45;33,39;1,70;0,18;0,73;1,64;-0,04;0,09;-0,09;12,84;0,00
8368;1490494000;I;2015;0,74;0,18;0,03;0,03;1,07;1,03;110600,00;53288,52;0,10;0,00;0,00;1,79;1,99;1,06;0,73;2,01;0,39;0,11;0,08;0,38;0,62;0,61;5,11;0,24;0,50;0,00;0,23;0,77;0,00;0,77;0,81;3,26;8,86;4,72;3,63;14,92;-0,55;-0,06;-0,21;-0,34;-0,20;-0,38;-0,44;10,81;0,00
8369;3314782000;I;2015;-2,04;-0,27;-0,09;-0,22;0,81;0,82;7483,00;-15349,00;-0,26;0,13;0,00;0,48;0,49;0,16;0,37;0,45;-0,36;-0,31;0,19;0,00;1,00;0,00;150,00;0,30;2,06;1,00;0,66;0,30;0,04;0,34;0,40;1,10;3,88;1,92;3,19;0,00;0,21;0,12;0,15;0,15;-0,12;-0,14;-1,00;10,89;0,00
8370;1917706000;I;2015;0,07;0,01;0,11;0,07;1,01;1,08;25040,41;387,44;0,13;0,08;0,00;0,76;0,87;0,66;0,18;0,87;-0,05;-0,03;0,02;0,13;0,87;0,14;4,50;0,48;1,15;0,00;0,57;0,31;0,04;0,35;0,05;1,67;51,99;4,93;5,23;0,00;0,00;0,00;0,00;0,00;-0,08;-0,01;1,00;12,52;0,00
8371;6165621000;I;2013;0,83;0,44;0,13;0,13;1,15;1,15;49925,86;18408,62;0,32;0,00;0,00;0,89;1,12;0,86;0,05;0,88;0,06;0,03;0,01;0,45;0,56;0,80;1,74;0,00;0,90;0,00;0,38;0,62;0,00;0,62;1,00;4,22;30,24;9,88;5,68;23,55;1,14;0,25;0,63;1,14;4,45;0,07;1,00;10,62;0,00
8372;6685927000;I;2014;0,47;0,33;0,12;0,12;1,14;1,14;12263,16;6036,84;0,20;0,16;0,00;3,08;3,34;2,39;0,68;9,00;0,70;0,43;0,13;0,70;0,30;2,34;1,52;0,00;0,30;0,00;0,00;1,00;0,00;1,00;0,06;3,24;15,79;8,58;2,84;4,62;0,60;0,11;0,18;0,60;0,02;0,07;1,00;9,55;0,00
8373;5395801000;I;2017;0,11;0,06;0,05;0,01;1,02;1,02;23454,53;1099,23;0,05;0,17;0,00;1,03;1,03;0,80;0,23;1,10;0,01;0,00;0,02;0,59;0,41;1,45;2,67;0,11;0,97;0,00;0,45;0,26;0,00;0,31;0,40;3,49;55,25;7,02;12,96;208,65;0,58;0,05;0,18;0,43;0,13;0,12;1,00;11,50;0,00
8374;5391741000;I;2013;-2,00;-0,22;-0,02;-0,05;0,95;0,96;13397,55;-2477,30;-0,21;-1,86;1,00;0,01;0,07;0,01;0,00;-1,65;-2,41;-0,52;0,00;-1,58;2,58;-0,61;150,00;0,00;15,26;1,00;0,82;0,15;0,00;0,17;0,00;4,22;680,82;3,23;23,97;0,00;0,00;0,00;-0,01;0,00;-0,17;0,08;-0,21;9,73;0,00
8375;6026737000;I;2014;-2,00;-0,89;-0,07;-0,07;0,95;0,94;12544,07;-1890,22;-1,24;-3,86;1,00;0,15;0,19;0,03;0,16;-20,47;-4,27;-0,24;0,03;-4,37;5,37;-0,81;150,00;0,00;5,49;1,00;0,02;0,98;0,00;0,98;0,00;17,08;29,33;3,12;19,30;0,00;-0,10;-0,03;-0,52;-0,10;-0,06;0,02;0,27;9,84;0,00
8376;3325385000;I;2017;-2,00;0,00;0,02;0,01;1,00;1,01;15556,89;-1,07;0,31;-18,11;1,00;0,05;0,05;0,01;0,15;0,84;-16,69;-0,29;0,01;-17,87;18,87;-0,95;13,42;0,00;18,87;1,00;0,00;1,00;0,00;1,00;0,06;17,40;71,20;6,27;27,56;0,00;-0,15;-0,05;-2,81;-0,15;-0,79;-0,32;1,00;7,54;0,00
8377;2163217000;I;2014;0,05;0,03;0,03;0,01;1,01;1,01;23402,88;533,51;0,03;0,47;0,00;1,72;1,79;1,38;0,34;3,97;0,39;0,15;0,06;0,51;0,49;1,03;6,81;0,00;0,56;0,00;0,08;0,60;0,25;0,88;0,16;2,97;15,21;4,13;5,10;6,83;0,60;0,12;0,30;0,60;0,36;0,20;-0,25;13,14;0,00
8378;6636322000;I;2015;0,04;0,01;0,12;0,01;1,01;1,01;34348,88;670,85;0,01;0,00;0,00;0,27;0,34;0,04;1,53;0,36;-0,47;-0,25;0,09;0,29;0,71;0,41;3,23;0,00;2,98;0,00;0,76;0,23;0,00;0,24;0,05;1,71;12,45;12,76;7,43;0,00;0,29;0,11;0,20;0,29;-0,16;1,57;1,00;11,83;0,00
8379;2188058000;I;2014;0,06;0,03;0,13;0,06;1,03;1,06;34841,30;3691,30;0,07;0,36;0,00;0,65;0,96;0,65;0,00;0,89;-0,01;-0,01;0,00;0,56;0,44;1,28;2,82;0,18;1,04;0,00;0,69;0,11;0,14;0,25;0,36;1,16;235,65;4,65;9,64;0,00;0,45;0,10;0,12;0,27;-0,03;-0,22;0,13;10,85;0,00
8380;6358039000;I;2015;0,32;0,21;0,12;0,12;1,13;1,13;31223,00;9373,00;0,22;0,32;0,00;3,02;3,20;3,00;0,04;8,95;0,67;0,37;0,00;0,63;0,37;1,70;1,67;0,00;0,38;0,00;0,02;0,97;0,00;0,98;1,28;2,16;442,90;6,18;1,99;3,19;0,71;0,12;0,22;0,59;0,54;-0,13;-0,17;10,90;0,00
8381;7039867000;I;2016;1,19;0,16;0,02;0,01;1,02;1,02;20226,50;1008,93;0,09;0,00;0,00;0,70;0,93;0,33;0,37;0,33;-0,06;-0,01;0,05;0,13;0,87;0,15;9,06;0,00;1,09;0,00;0,08;0,70;0,11;0,80;0,46;12,46;39,16;10,77;17,61;0,00;0,50;0,07;0,44;0,50;0,02;0,07;1,00;11,87;0,00
8382;2183145000;I;2014;-2,00;0,00;0,30;0,01;1,01;1,01;18554,00;636,33;0,00;-2,34;0,00;0,07;0,07;0,05;0,05;-2,76;-2,87;-9,23;0,20;-2,14;3,14;-0,68;33,79;0,06;14,24;1,00;0,07;0,05;0,14;0,22;0,11;0,31;6,56;0,17;6,80;0,00;0,05;0,50;0,16;0,05;-0,01;-0,24;0,08;11,11;0,00
8383;6024424000;I;2014;0,03;0,00;0,02;0,01;1,00;1,01;13815,63;134,38;0,03;0,00;0,00;1,01;1,02;0,10;1,92;1,20;0,02;0,01;0,43;0,08;0,92;0,09;27,03;0,00;0,98;0,00;0,05;0,85;0,08;0,94;0,00;1,61;3,36;2,35;1,94;117,97;-0,36;-0,17;-0,33;-0,36;-0,29;0,70;-0,42;11,54;0,00
8384;3704343000;I;2016;-0,22;-0,07;0,02;-0,02;0,97;0,98;14296,77;-932,03;-0,05;0,03;1,00;1,63;2,08;1,56;0,07;1,23;0,25;0,09;0,01;0,29;0,71;0,40;16,86;0,49;0,48;0,00;0,53;0,47;0,00;0,47;0,06;2,59;134,31;7,13;5,58;10,58;0,17;0,02;0,04;0,06;-0,05;-0,02;0,11;10,13;0,00
8385;3608034000;I;2016;0,31;0,05;0,02;0,01;1,01;1,01;20099,70;658,05;0,07;0,07;0,00;1,00;1,20;0,73;0,27;1,06;0,12;0,02;0,03;0,16;0,84;0,20;6,53;0,20;0,84;0,00;0,22;0,73;0,00;0,76;0,92;6,08;37,58;6,90;7,66;53,08;0,25;0,03;0,16;0,19;0,32;0,11;0,44;11,95;0,00
8386;5852218000;I;2014;0,07;0,01;0,12;0,03;1,01;1,03;25348,00;446,00;0,03;-0,02;0,00;0,09;0,18;0,02;0,26;0,59;-0,36;-0,38;0,03;0,10;0,90;0,11;7,78;0,47;5,67;0,00;0,92;0,08;0,00;0,08;0,24;0,90;31,85;5,95;11,72;0,00;0,27;0,13;0,12;0,13;-0,09;-0,06;1,00;11,20;0,00
8387;1917846000;I;2016;0,42;0,17;0,13;0,12;1,13;1,14;21200,32;4506,45;0,19;0,24;0,00;1,32;1,39;0,37;0,99;1,83;0,23;0,15;0,35;0,41;0,59;0,70;2,85;0,00;0,72;0,00;0,18;0,66;0,16;0,82;0,41;1,89;3,43;1,87;2,50;8,41;0,21;0,08;0,12;0,21;0,50;0,06;-0,04;12,80;0,00
8388;1882856000;I;2013;-2,00;0,87;0,77;0,56;1,95;2,25;18554,00;636,33;0,70;-18,11;0,00;1,89;1,89;1,19;0,70;26,41;0,47;0,38;0,30;-15,08;16,08;-0,94;17,05;2,09;0,53;1,00;0,01;0,36;0,63;0,99;1,23;2,21;5,60;0,56;1,20;28,04;1,28;0,55;0,67;0,04;8,20;5,87;0,69;10,63;0,00
8389;3995267000;I;2015;0,73;0,08;0,07;0,03;1,03;1,03;15945,56;627,34;0,11;-0,08;0,00;0,09;0,18;0,02;0,07;0,17;-0,69;-0,19;0,02;0,15;0,85;0,18;3,61;0,00;5,43;0,00;0,84;0,16;0,00;0,16;0,06;2,81;83,51;1,54;16,70;0,00;0,09;0,02;0,07;0,09;-0,14;-0,15;-0,13;10,37;0,00
8390;6943993000;I;2016;1,54;0,73;0,12;0,12;1,14;1,14;32447,61;10212,71;0,58;0,03;0,00;1,69;1,78;1,45;0,24;2,17;0,34;0,07;0,02;0,57;0,43;1,30;0,74;0,00;0,56;0,00;0,09;0,77;0,00;0,77;0,43;7,11;90,90;9,10;7,54;23,38;1,24;0,11;0,54;1,24;1,86;13,21;0,88;12,13;0,00
8391;6355099000;I;2015;0,08;0,04;0,03;0,01;1,01;1,01;17470,00;606,50;0,08;0,22;0,00;0,69;0,83;0,64;0,05;0,75;-0,09;-0,02;0,01;0,48;0,52;0,92;2,97;0,00;1,20;0,00;0,56;0,43;0,00;0,43;0,05;5,83;56,17;9,17;14,97;0,00;0,60;0,06;0,31;0,60;0,07;0,04;-0,27;10,46;0,00
8392;6051936000;I;2014;0,96;0,69;0,31;0,31;1,44;1,44;18554,00;636,33;0,47;0,00;0,00;2,91;2,91;1,54;1,37;0,84;0,66;0,43;0,31;0,66;0,34;1,91;0,74;0,00;0,34;0,00;0,00;1,00;0,00;1,00;0,06;2,47;6,18;6,08;1,71;3,44;0,92;0,21;0,32;0,92;3,27;68,74;0,96;9,69;0,00
8393;3731243000;I;2017;0,06;0,02;0,12;0,02;1,01;1,02;36907,80;661,36;0,07;0,07;0,00;1,27;1,32;0,41;1,02;2,79;0,22;0,05;0,14;0,31;0,69;0,45;1,38;0,00;0,76;0,00;0,08;0,68;0,21;0,91;-1,46;3,50;11,44;5,43;7,65;0,00;-0,21;-0,04;-0,14;-0,21;-0,27;0,06;-0,58;10,46;0,00
8394;6202411000;I;2014;0,09;0,05;0,17;0,06;1,06;1,07;23145,92;2407,14;0,06;-0,43;0,00;0,03;0,03;0,00;0,03;0,59;-0,41;-0,43;0,01;0,58;0,42;1,37;2,64;0,00;35,96;0,00;0,99;0,01;0,00;0,01;-0,06;0,88;173,00;0,91;0,00;0,00;-0,01;0,00;0,00;-0,01;-0,13;0,27;1,00;10,76;0,00
8395;1471457000;I;2015;-0,22;-0,18;-0,07;-0,17;0,86;0,86;18554,00;636,33;-0,23;-0,05;0,00;10,28;10,28;9,55;0,73;3,91;0,69;0,50;0,04;0,93;0,07;12,48;150,00;0,00;0,10;0,00;0,24;0,76;0,00;0,76;0,33;1,08;26,20;6,05;1,46;1,78;-4,78;-0,29;-0,40;-3,39;-0,35;-0,18;-1,00;9,06;0,00
8396;5949807000;I;2014;0,02;0,01;0,06;0,02;1,02;1,02;38891,00;2301,00;0,02;0,13;0,00;0,56;0,75;0,21;0,53;0,87;-0,07;-0,07;0,10;0,64;0,36;1,77;6,27;0,11;1,34;0,00;0,81;0,19;0,00;0,19;0,00;0,93;8,83;5,65;4,94;0,00;0,56;0,15;0,14;0,40;-0,02;0,05;-0,13;12,80;0,00
8397;6971253000;I;2017;0,84;0,24;0,12;0,10;1,11;1,11;21610,35;4945,95;0,25;0,10;0,00;1,30;1,41;1,29;0,01;1,67;0,23;0,09;0,00;0,29;0,71;0,41;2,38;0,14;0,71;0,00;0,20;0,80;0,00;0,80;0,05;3,06;631,78;4,03;3,72;13,28;0,96;0,21;0,55;0,77;0,49;0,20;0,35;11,38;0,00
8398;3764125000;I;2017;0,88;0,31;0,15;0,15;1,17;1,17;55098,10;30280,97;0,22;0,00;0,00;1,07;1,27;0,67;0,41;1,14;0,18;0,13;0,19;0,28;0,72;0,40;3,30;0,00;0,82;0,00;0,01;0,86;0,00;0,87;0,07;2,65;10,60;3,41;2,90;16,05;0,66;0,31;0,46;0,64;8,07;0,07;1,00;11,13;0,00
8399;5805635000;I;2014;0,57;0,10;0,18;0,11;1,11;1,13;39497,14;10980,82;0,14;0,09;0,00;1,06;1,21;0,99;0,07;1,02;0,04;0,03;0,01;0,22;0,78;0,28;3,72;0,60;0,84;0,00;0,77;0,05;0,16;0,22;0,24;1,24;61,94;4,16;13,24;0,00;0,77;0,12;0,14;0,18;0,12;0,18;-0,18;12,54;0,00
8400;6673007000;I;2017;0,57;0,33;0,14;0,14;1,16;1,16;16886,41;5438,54;0,33;0,24;0,00;3,20;3,28;3,20;0,00;26,41;0,70;0,30;0,00;0,70;0,31;2,28;0,94;0,00;0,31;0,00;0,00;1,00;0,00;1,00;0,06;2,32;1904,00;3,67;2,07;3,73;0,38;0,05;0,12;0,38;0,06;-0,07;0,12;10,61;0,00
8401;7165552000;I;2016;-0,16;-0,07;-0,02;-0,02;0,98;0,98;9561,32;-1949,89;-0,04;0,00;0,00;1,49;1,86;0,42;1,08;2,27;0,46;0,26;0,33;0,47;0,53;0,89;150,00;0,00;0,54;0,00;0,01;0,98;0,00;0,99;1,00;3,47;6,09;5,81;3,61;7,61;-0,52;-0,16;-0,28;-0,52;0,02;0,07;-1,00;9,60;0,00
8402;3569969000;I;2017;2,65;0,33;0,09;0,08;1,08;1,09;37703,41;13002,53;0,39;0,00;0,00;0,54;0,66;0,46;0,08;0,45;-0,25;-0,05;0,01;0,27;0,73;0,37;1,61;0,00;1,52;0,00;0,52;0,44;0,04;0,48;0,00;4,84;54,14;6,04;9,94;0,00;0,73;0,11;0,53;0,73;-0,04;0,03;0,95;11,48;0,00
8403;6672876000;I;2015;0,10;0,05;0,03;0,03;1,03;1,03;15347,00;814,00;0,04;0,01;0,00;20,98;21,70;13,47;6,20;26,41;0,91;0,62;0,19;0,35;0,65;0,55;16,25;0,60;0,05;0,00;0,00;0,33;0,67;1,00;0,06;2,23;10,82;16,32;7,37;2,42;-4,78;-0,18;-0,28;-0,43;1,58;4,27;0,39;10,11;0,00
8404;6855326000;I;2015;0,45;0,15;0,04;0,04;1,04;1,04;18554,00;636,33;0,10;0,00;0,00;1,16;1,29;0,82;0,47;1,71;0,19;0,08;0,09;0,34;0,66;0,52;6,60;0,00;0,77;0,00;0,11;0,69;0,12;0,85;1,01;4,80;21,49;9,58;6,70;25,04;0,31;0,09;0,20;0,31;0,02;0,07;1,00;10,25;0,00
8405;1843923000;I;2017;0,06;0,01;0,08;0,04;1,01;1,04;29545,77;1007,11;0,03;0,08;0,00;0,04;0,07;0,04;0,00;0,69;-0,30;-0,42;0,00;0,11;0,89;0,12;14,64;0,57;14,95;0,00;0,98;0,02;0,00;0,02;0,01;0,70;19,88;2,89;17,13;0,00;0,12;0,05;0,04;0,04;-0,06;-0,24;0,28;12,96;0,00
8406;6934838000;I;2015;0,31;0,16;0,08;0,08;1,09;1,09;49714,29;9850,00;0,09;0,00;0,00;0,80;1,16;0,80;0,00;0,83;0,08;0,07;0,00;0,50;0,50;1,01;5,28;0,00;0,86;0,00;0,00;0,58;0,43;0,58;0,00;2,37;19,88;3,31;3,80;30,34;0,76;0,32;0,38;0,76;0,02;0,07;1,00;9,78;0,00
8407;6517978000;I;2014;-0,17;-0,17;-0,04;-0,04;0,96;0,96;18554,00;636,33;-0,18;0,00;0,00;23,29;26,28;13,47;0,00;8,45;0,91;0,24;0,00;0,96;0,04;25,28;150,00;0,00;0,04;0,00;0,00;0,11;0,89;1,00;0,06;3,78;19,88;46,24;74,25;3,85;-4,78;-0,06;-0,26;-3,39;-0,12;0,07;-1,00;8,79;0,00
8408;5787149000;I;2016;-6,19;-0,14;-0,05;-0,09;0,91;0,92;10159,76;-6197,93;-0,12;-0,19;0,00;0,50;0,65;0,46;0,10;-0,11;-0,37;-0,27;0,03;-0,05;1,05;-0,05;150,00;0,00;1,54;1,00;0,28;0,20;0,48;0,68;0,04;1,47;28,94;2,82;5,88;0,00;0,18;0,14;0,19;0,18;0,11;-0,07;-1,00;11,42;0,00
8409;7256943250;I;2017;-2,00;-2,89;-0,18;-0,18;0,85;0,85;6617,34;-15783,07;-1,44;0,00;0,00;0,37;0,58;0,14;0,26;-1,62;-0,63;-0,08;0,04;-0,50;1,50;-0,34;150,00;0,00;1,73;1,00;0,00;0,74;0,00;0,87;0,06;16,24;46,26;11,21;25,89;0,00;-0,59;-0,11;-0,89;-0,59;0,02;0,07;-1,00;8,99;0,00
8410;2171163000;I;2016;0,01;0,00;0,03;0,00;1,00;1,00;9787,82;32,52;0,00;0,51;0,00;0,95;0,99;0,64;0,32;4,02;0,00;0,00;0,05;0,71;0,29;2,49;5,49;0,00;1,02;0,00;0,17;-0,11;0,00;0,28;0,02;1,72;22,61;1,49;93,36;20,80;-1,83;-0,26;-0,52;-1,83;-0,24;-0,05;-0,17;10,70;0,00
8411;1809199000;I;2014;0,03;0,00;-0,01;-0,01;1,01;0,99;14969,50;243,89;0,00;0,05;0,00;0,20;0,21;0,01;0,24;0,89;-0,11;-0,44;0,11;0,06;0,94;0,06;150,00;0,80;4,68;0,00;0,00;0,03;0,97;0,03;0,00;0,25;10,27;1,48;8,75;0,00;0,05;0,03;0,01;0,01;0,00;0,02;-0,71;13,91;0,00
8412;6009107000;I;2015;0,14;0,05;0,04;0,03;1,02;1,03;18554,00;777,33;0,09;0,00;0,00;0,44;0,46;0,00;0,69;0,58;-0,36;-0,11;0,09;0,34;0,66;0,52;4,72;0,00;2,18;0,00;0,20;0,18;0,00;0,30;0,15;3,60;13,77;5,30;13,07;0,00;-0,18;-0,04;-0,12;-0,18;0,17;0,03;0,41;10,15;0,00
